timestamp,node,socket,core,temperature,frequency,cpu_usage,cpu_power,memory_power,cpu_energy,memory_energy,hour,day,month,temperature_lag_1,temperature_lag_2,temperature_lag_3,frequency_lag_1,cpu_usage_lag_1,power_lag_1,energy_lag_1,temperature_roll3,frequency_roll3,cpu_usage_roll3,power_roll3,energy_roll3,temperature_diff,frequency_diff,cpu_usage_diff,power_diff,energy_diff,target_temperature
2026-07-17 13:10:02,gpu45,0,23,29.0,1418.77,0.0,53.7707,43.1294,183963.522277832,21786.725341796875,13,17,7,30.0,29.0,29.0,1418.77,0.0,53.2892,167975.55291748047,29.333333333333332,1418.77,0.0,53.4931,167971.23166910806,-1.0,0.0,0.0,0.48149999999999693,15987.969360351533,28.0
2026-07-17 13:15:02,gpu45,0,23,28.0,1418.77,0.0,53.4445,43.4176,199987.00958251956,34662.65246582031,13,17,7,29.0,30.0,29.0,1418.77,0.0,53.7707,183963.522277832,29.0,1418.77,0.0,53.501466666666666,183975.3615926107,-1.0,0.0,0.0,-0.32620000000000005,16023.487304687558,30.0
2026-07-17 13:20:01,gpu45,0,23,30.0,1418.77,0.0,53.6004,43.726,215956.0159912109,47508.46838378906,13,17,7,28.0,29.0,30.0,1418.77,0.0,53.4445,199987.00958251956,29.0,1418.77,0.0,53.605199999999996,199968.84928385416,2.0,0.0,0.0,0.1559000000000026,15969.006408691348,30.0
2026-07-17 13:25:01,gpu45,0,23,30.0,1418.76,0.0,53.6275,41.5522,231982.4111328125,60412.241943359375,13,17,7,30.0,28.0,29.0,1418.77,0.0,53.6004,215956.0159912109,29.333333333333332,1418.7666666666667,0.0,53.55746666666666,215975.14556884766,0.0,-0.009999999999990905,0.0,0.027099999999997237,16026.395141601592,29.0
2026-07-17 13:30:01,gpu45,0,23,29.0,1418.76,0.0,53.3974,42.9168,247985.51293945312,73326.83239746094,13,17,7,30.0,30.0,28.0,1418.76,0.0,53.6275,231982.4111328125,29.666666666666668,1418.7633333333333,0.0,53.54176666666666,231974.64668782553,-1.0,0.0,0.0,-0.2301000000000002,16003.101806640625,30.0
2026-07-17 13:35:01,gpu45,0,23,30.0,1418.76,0.0,53.5362,41.9666,1869.1258544921875,86225.93353271484,13,17,7,29.0,30.0,30.0,1418.76,0.0,53.3974,247985.51293945312,29.666666666666668,1418.76,0.0,53.52036666666666,160612.34997558594,1.0,0.0,0.0,0.13880000000000337,-246116.38708496094,28.0
2026-07-17 13:40:01,gpu45,0,23,28.0,1418.76,0.0,53.3169,43.6616,17877.303771972656,99129.20361328124,13,17,7,30.0,29.0,30.0,1418.76,0.0,53.5362,1869.1258544921875,29.0,1418.76,0.0,53.41683333333333,89243.98085530598,-2.0,0.0,0.0,-0.21930000000000405,16008.177917480469,29.0
2026-07-17 13:45:01,gpu45,0,23,29.0,1418.75,0.0,53.5254,43.8494,33846.949462890625,112040.46466064452,13,17,7,28.0,30.0,29.0,1418.76,0.0,53.3169,17877.303771972656,29.0,1418.756666666667,0.0,53.4595,17864.459696451824,1.0,-0.009999999999990905,0.0,0.2085000000000008,15969.645690917969,30.0
2026-07-17 13:50:01,gpu45,0,23,30.0,1418.75,0.0,53.4629,43.4876,49878.61950683594,124972.7059326172,13,17,7,29.0,28.0,30.0,1418.75,0.0,53.5254,33846.949462890625,29.0,1418.7533333333333,0.0,53.435066666666664,33867.62424723307,1.0,0.0,0.0,-0.0625,16031.670043945312,29.0
2026-07-17 13:55:01,gpu45,0,23,29.0,1418.75,0.0,53.4779,43.3986,65887.5784301758,137822.14776611328,13,17,7,30.0,29.0,28.0,1418.75,0.0,53.4629,49878.61950683594,29.333333333333332,1418.75,0.0,53.48873333333333,49871.04913330078,-1.0,0.0,0.0,0.015000000000000568,16008.958923339858,30.0
